Species,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024,2025
arrowtooth flounder,22,21,5,1,1,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
aurora rockfish,15,0,10,10,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0
big skate,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackgill rockfish,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
blue rockfish,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bocaccio,5,13,45,1,0,1,6,3,0,0,10,0,24,0,0,0,0,0,0,0,0,0
brown rockfish,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butter sole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabezon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calico rockfish,0,37,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California scorpionfish,0,0,44,21,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
California skate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canary rockfish,1,33,46,0,0,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chilipepper,40,107,58,30,5,0,3,0,0,15,12,11,11,0,0,0,0,0,0,0,0,0
Chinook salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
copper rockfish,0,5,21,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
cowcod,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curlfin sole,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepsea sole,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Dover sole,48,86,63,31,10,3,2,3,0,4,5,9,8,0,0,2,1,0,0,0,0,2
English sole,132,89,102,20,25,6,9,6,8,13,8,4,0,0,0,0,0,0,0,0,0,0
fangtooth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flag rockfish,0,15,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
freckled rockfish,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giant grenadier,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
gopher rockfish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greenblotched rockfish,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greenspotted rockfish,0,5,20,4,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
greenstriped rockfish,15,11,22,10,0,0,1,0,0,9,2,5,5,0,0,0,0,0,0,0,0,0
grooved tanner crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
halfbanded rockfish,0,76,65,15,23,5,7,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0
honeycomb rockfish,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelp greenling,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lingcod,58,57,79,10,5,1,7,20,1,13,10,5,4,0,0,0,0,0,0,0,0,0
longnose skate,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
longspine thornyhead,25,45,46,16,4,6,0,4,4,0,4,13,19,0,0,2,2,0,0,0,0,2
olive rockfish,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific cod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific flatnose,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Pacific grenadier,35,31,29,12,5,6,0,5,5,0,5,15,0,0,0,2,0,0,0,0,0,0
Pacific hake,15,0,0,0,5,0,0,0,4,2,2,0,2,0,0,0,3,0,0,0,0,0
Pacific ocean perch,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific sanddab,101,178,110,29,29,9,13,10,8,16,8,8,0,0,0,0,0,0,0,0,0,0
Pacific spiny dogfish,3,42,68,8,12,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0
petrale sole,56,144,90,21,16,7,6,10,7,20,5,4,4,0,0,0,0,0,0,0,0,0
pygmy rockfish,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redbanded rockfish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rex sole,0,0,0,0,4,1,4,2,6,4,2,2,2,0,0,0,0,0,0,0,0,0
Rojo Diablo Humboldt Squid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosethorn rockfish,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
rosy rockfish,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sablefish,24,85,71,27,7,6,0,9,2,0,0,9,11,0,0,4,0,0,0,0,0,4
sand sole,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharpchin rockfish,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shortbelly rockfish,96,72,56,14,5,0,0,0,15,0,5,0,11,0,0,0,0,0,0,0,0,0
shortspine thornyhead,19,54,40,15,4,7,0,3,1,0,1,13,14,0,0,2,3,0,0,0,0,2
slender sole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
southern rock sole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
splitnose rockfish,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0
spotted ratfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squarespot rockfish,0,1,50,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
starry flounder,0,16,12,0,10,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
starry rockfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starry skate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stripetail rockfish,0,11,46,13,10,3,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0
swordspine rockfish,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
vermilion and sunset rockfish,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
vermilion rockfish,0,11,9,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white croaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widow rockfish,0,15,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yelloweye rockfish,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yellowtail rockfish,0,15,15,13,0,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
